ISO (3),Companies,Symbols,Ratings,Risk,Industry,Environmental score,Social score,Governance score
CHN,"Sichuan Swellfun Co., Ltd.",SHG:600779,28.5,Medium ESG Risk,Food Products,,,
USA,"BCB Bancorp, Inc.",NAS:BCBP,35.8,High ESG Risk,Banks,,,
ITA,Prometeon Tyre Group Srl,-,12.1,Low ESG Risk,Auto Components,,,
CHN,China Reinsurance (Group) Corp.,HKG:1508,38.3,High ESG Risk,Insurance,,,
CHN,"Ningxia Baofeng Energy Group Co., Ltd.",SHG:600989,29.8,Medium ESG Risk,Chemicals,,,
CHN,Kaishan Group Co. Ltd.,SHE:300257,36.9,High ESG Risk,Machinery,,,
KOR,"Cuckoo Homesys Co., Ltd.",KRX:284740,25.9,Medium ESG Risk,Consumer Durables,,,
USA,"First Citizens BancShares, Inc. (North Carolina)",NAS:FCNCA,29.9,Medium ESG Risk,Banks,,,
CHN,"WT Microelectronics Co., Ltd.",TAI:3036,12.9,Low ESG Risk,Technology Hardware,,,
USA,"Codorus Valley Bancorp, Inc.",NAS:CVLY,30.7,High ESG Risk,Banks,,,
GBR,Bodycote Plc,LON:BOY,31.0,High ESG Risk,Machinery,,,
AUS,Grange Resources Ltd.,ASX:GRR,36.8,High ESG Risk,Steel,,,
JPN,"Furuno Electric Co., Ltd.",TKS:6814,17.6,Low ESG Risk,Technology Hardware,,,
USA,UPMC Health System,-,37.1,High ESG Risk,Healthcare,,,
CHN,China YuHua Education Corp. Ltd.,HKG:6169,16.1,Low ESG Risk,Consumer Services,,,
SWE,ProfilGruppen AB,OME:PROF.B,27.9,Medium ESG Risk,Diversified Metals,,,
USA,"Willdan Group, Inc.",NAS:WLDN,23.8,Medium ESG Risk,Commercial Services,,,
CHN,"Guosen Securities Co., Ltd.",SHE:002736,29.9,Medium ESG Risk,Diversified Financials,,,
CHN,"Jiaozuo Wanfang Aluminum Manufacturing Co., Ltd.",SHE:000612,39.7,High ESG Risk,Diversified Metals,,,
USA,"Vail Resorts, Inc.",NYS:MTN,27.0,Medium ESG Risk,Consumer Services,,,
USA,"DocGo, Inc.",NAS:DCGO,24.1,Medium ESG Risk,Healthcare,,,
NLD,QIAGEN NV,NYS:QGEN,14.1,Low ESG Risk,Pharmaceuticals,,,
USA,Incannex Healthcare Ltd.,NAS:IXHL,33.5,High ESG Risk,Healthcare,,,
ITA,Brunello Cucinelli SpA,MIL:BC,19.0,Low ESG Risk,Textiles & Apparel,,,
CHN,"TBEA Co., Ltd.",SHG:600089,32.8,High ESG Risk,Electrical Equipment,,,
KOR,"Daewoong Co., Ltd.",KRX:003090,32.8,High ESG Risk,Pharmaceuticals,,,
IND,Shree Renuka Sugars Ltd.,BOM:532670,41.7,Severe ESG Risk,Food Products,,,
USA,"Warrior Met Coal, Inc.",NYS:HCC,35.8,High ESG Risk,Steel,,,
MYS,Malaysia Sovereign Sukuk Bhd.,-,36.0,High ESG Risk,Diversified Financials,,,
JPN,"Mitsubishi Gas Chemical Co., Inc.",TKS:4182,27.7,Medium ESG Risk,Chemicals,,,
CHN,China Steel Chemical Corp.,TAI:1723,29.2,Medium ESG Risk,Chemicals,,,
USA,"Seer, Inc. (California)",NAS:SEER,27.0,Medium ESG Risk,Pharmaceuticals,,,
CHN,"BTG Hotels (Group) Co., Ltd.",SHG:600258,32.7,High ESG Risk,Consumer Services,,,
CHN,China Overseas Grand Oceans Group Ltd.,HKG:81,23.2,Medium ESG Risk,Real Estate,,,
USA,SBA Communications Corp.,NAS:SBAC,10.4,Low ESG Risk,Real Estate,3.1,3.2,5.2
KOR,GS Caltex Corp.,-,29.8,Medium ESG Risk,Refiners & Pipelines,,,
CHN,"Zangge Mining Co., Ltd.",SHE:000408,49.7,Severe ESG Risk,Chemicals,,,
USA,"Equity LifeStyle Properties, Inc.",NYS:ELS,14.4,Low ESG Risk,Real Estate,,,
USA,"Vishay Precision Group, Inc.",NYS:VPG,15.1,Low ESG Risk,Technology Hardware,,,
CHN,"Beijing Tong Ren Tang Chinese Medicine Co., Ltd.",HKG:3613,29.1,Medium ESG Risk,Pharmaceuticals,,,
USA,"Healthcare Realty Trust, Inc.",NYS:HR,18.5,Low ESG Risk,Real Estate,,,
KOR,KT&G Corp.,KRX:033780,27.2,Medium ESG Risk,Food Products,,,
THA,"Ratchthani Leasing Public Co., Ltd.",BKK:THANI,26.2,Medium ESG Risk,Diversified Financials,,,
CHN,"SDIC Capital Co., Ltd.",SHG:600061,34.1,High ESG Risk,Diversified Financials,,,
CHN,Shun Tak Holdings Ltd.,HKG:242,33.8,High ESG Risk,Industrial Conglomerates,,,
CHN,Taiwan Surface Mounting Technology Corp.,TAI:6278,14.1,Low ESG Risk,Technology Hardware,,,
IDN,PT Selamat Sempurna Tbk,JKT:SMSM,13.4,Low ESG Risk,Auto Components,,,
USA,"Cartesian Therapeutics, Inc.",NAS:RNAC,28.9,Medium ESG Risk,Pharmaceuticals,,,
NOR,Kongsberg Gruppen ASA,OSL:KOG,23.2,Medium ESG Risk,Industrial Conglomerates,,,
USA,"The Ensign Group, Inc.",NAS:ENSG,32.1,High ESG Risk,Healthcare,,,
MEX,FIBRA Macquarie México,MEX:FIBRAMQ12,11.8,Low ESG Risk,Real Estate,,,
PER,Banco Internacional del Perú SAA Interbank,LIM:INTERBC1,29.3,Medium ESG Risk,Banks,,,
CHN,"China Grand Automotive Services Group Co., Ltd.",SHG:600297,15.6,Low ESG Risk,Retailing,,,
THA,Bangkok Expressway & Metro Public Co. Ltd.,BKK:BEM,30.4,High ESG Risk,Transportation,,,
CHN,"Wondershare Technology Group Co., Ltd.",SHE:300624,31.8,High ESG Risk,Software & Services,,,
JPN,Sagami Holdings Corp.,TKS:9900,37.0,High ESG Risk,Consumer Services,,,
KOR,"POSCO DX Co., Ltd.",KRX:022100,17.7,Low ESG Risk,Software & Services,,,
IND,DCB Bank Ltd.,BOM:532772,25.5,Medium ESG Risk,Banks,,,
TUR,Turkiye Halk Bankasi AS,IST:HALKB.E,22.5,Medium ESG Risk,Banks,,,
KOR,"HDC HOLDINGS Co., Ltd.",KRX:012630,45.4,Severe ESG Risk,Construction & Engineering,,,
IND,HCL Technologies Ltd.,BOM:532281,12.3,Low ESG Risk,Software & Services,,,
KOR,"DAWONSYS Co., Ltd.",KRX:068240,37.2,High ESG Risk,Machinery,,,
NZL,Arvida Group Ltd.,NZE:ARV,26.2,Medium ESG Risk,Healthcare,,,
ISR,monday.com Ltd.,NAS:MNDY,18.9,Low ESG Risk,Software & Services,,,
USA,"Energy Recovery, Inc.",NAS:ERII,22.5,Medium ESG Risk,Machinery,,,
POL,Dom Development SA,WAR:DOM,20.8,Medium ESG Risk,Homebuilders,,,
MYS,Jaya Tiasa Holdings Bhd.,KLS:4383,23.0,Medium ESG Risk,Paper & Forestry,,,
JPN,"Sankei Real Estate, Inc.",TKS:2972,22.5,Medium ESG Risk,Real Estate,,,
QAT,Qatari Investors Group,DSMD:QIGD,42.2,Severe ESG Risk,Construction Materials,,,
FRA,Virbac SA,PAR:VIRP,19.6,Low ESG Risk,Pharmaceuticals,,,
CHN,"Suzhou Dongshan Precision Manufacturing Co., Ltd.",SHE:002384,31.3,High ESG Risk,Technology Hardware,,,
USA,"NetScout Systems, Inc.",NAS:NTCT,18.4,Low ESG Risk,Software & Services,,,
AUS,Baby Bunting Group Ltd.,ASX:BBN,14.9,Low ESG Risk,Retailing,,,
USA,Ferrellgas Partners LP,OTC:FGPR,42.0,Severe ESG Risk,Utilities,,,
KOR,MagnaChip Semiconductor Corp.,NYS:MX,36.9,High ESG Risk,Semiconductors,,,
USA,WestRock Co.,NYS:WRK,20.4,Medium ESG Risk,Containers & Packaging,,,
SAU,Yanbu National Petrochemical Co.,SAU:2290,31.0,High ESG Risk,Chemicals,,,
JPN,"PIOLAX, Inc.",TKS:5988,13.6,Low ESG Risk,Auto Components,,,
SVK,SPP - distribúcia as,-,34.4,High ESG Risk,Utilities,,,
SAU,National Co. for Learning & Education,SAU:4291,22.3,Medium ESG Risk,Consumer Services,,,
JPN,"Nippon Thompson Co., Ltd.",TKS:6480,32.2,High ESG Risk,Machinery,,,
IND,The Federal Bank Ltd. (India),BOM:500469,28.8,Medium ESG Risk,Banks,,,
MYS,Scientex Bhd.,KLS:4731,20.2,Medium ESG Risk,Chemicals,,,
QAT,QatarEnergy Corp.,-,37.0,High ESG Risk,Oil & Gas Producers,,,
IDN,PT Bumi Resources Minerals Tbk,JKT:BRMS,50.4,Severe ESG Risk,Precious Metals,,,
AUS,Firefinch Ltd.,ASX:FFX,48.7,Severe ESG Risk,Diversified Metals,,,
MYS,Gamuda Bhd.,KLS:5398,31.0,High ESG Risk,Construction & Engineering,,,
USA,Gulfport Energy Corp.,NYS:GPOR,43.0,Severe ESG Risk,Oil & Gas Producers,,,
ITA,SICIT Group SpA,-,23.0,Medium ESG Risk,Chemicals,,,
USA,Quanex Building Products Corp.,NYS:NX,28.1,Medium ESG Risk,Building Products,,,
CHN,"Gansu Shangfeng Cement Co., Ltd.",SHE:000672,36.8,High ESG Risk,Construction Materials,,,
CHN,Gamania Digital Entertainment Co. Ltd.,ROCO:6180,16.7,Low ESG Risk,Software & Services,,,
NLD,Flow Traders Ltd.,AMS:FLOW,25.8,Medium ESG Risk,Diversified Financials,,,
FRA,RCI Banque SA,-,9.0,Negligible ESG Risk,Diversified Financials,,,
KOR,"GIANTSTEP, Inc.",KRX:289220,25.0,Medium ESG Risk,Media,,,
ZAF,Grindrod Ltd.,JSE:GND,17.0,Low ESG Risk,Transportation,,,
JPN,Tokyo Electron Ltd.,TKS:8035,14.3,Low ESG Risk,Semiconductors,,,
SWE,Norion Bank AB,OME:NORION,25.8,Medium ESG Risk,Banks,,,
JPN,Hokuriku Electric Power Co.,TKS:9505,46.8,Severe ESG Risk,Utilities,,,
DNK,ChemoMetec A/S,CSE:CHEMM,15.8,Low ESG Risk,Pharmaceuticals,,,
USA,"Axcelis Technologies, Inc.",NAS:ACLS,13.6,Low ESG Risk,Semiconductors,,,
USA,"Constellation Brands, Inc.",NYS:STZ,26.7,Medium ESG Risk,Food Products,9.4,10.0,5.2
SWE,BioInvent International AB,OME:BINV,26.3,Medium ESG Risk,Pharmaceuticals,,,
USA,Lindsay Corp.,NYS:LNN,22.5,Medium ESG Risk,Machinery,,,
ZAF,Fortress Real Estate Investments Ltd.,JSE:FFB,18.5,Low ESG Risk,Real Estate,,,
USA,Oglethorpe Power Corp.,-,40.1,Severe ESG Risk,Utilities,,,
USA,Public Service Company of Colorado,-,29.8,Medium ESG Risk,Utilities,,,
CHN,"Shenzhen YUTO Packaging Technology Co., Ltd.",SHE:002831,21.9,Medium ESG Risk,Containers & Packaging,,,
USA,Weatherford International plc,NAS:WFRD,21.8,Medium ESG Risk,Energy Services,,,
FRA,Vallourec SA,PAR:VK,21.0,Medium ESG Risk,Energy Services,,,
USA,Wave 2019-1 LLC,-,31.3,High ESG Risk,Diversified Financials,,,
KOR,"DONGWHA ENTERPRISE Co., Ltd.",KRX:025900,30.9,High ESG Risk,Paper & Forestry,,,
USA,"The Chefs' Warehouse, Inc.",NAS:CHEF,17.4,Low ESG Risk,Food Retailers,,,
KWT,National Real Estate Co.,KUW:NRE,25.3,Medium ESG Risk,Real Estate,,,
USA,"Asure Software, Inc.",NAS:ASUR,23.3,Medium ESG Risk,Software & Services,,,
USA,"Bimbo Bakeries USA, Inc.",-,30.9,High ESG Risk,Food Products,,,
CHN,Ruentex Industries Ltd.,TAI:2915,16.2,Low ESG Risk,Textiles & Apparel,,,
USA,"SPS Commerce, Inc.",NAS:SPSC,22.4,Medium ESG Risk,Software & Services,,,
USA,BOC Aviation (USA) Corp.,-,21.7,Medium ESG Risk,Traders & Distributors,,,
PHL,Jollibee Foods Corp.,PHS:JFC,29.2,Medium ESG Risk,Consumer Services,,,
CAN,Pollard Banknote Ltd.,TSE:PBL,33.7,High ESG Risk,Consumer Services,,,
CHN,Digital China Information Service Group Co. Ltd.,SHE:000555,24.5,Medium ESG Risk,Software & Services,,,
GBR,Spirax-Sarco Engineering Plc,LON:SPX,18.6,Low ESG Risk,Machinery,,,
MEX,Fermaca Enterprises S de RL de CV,-,38.0,High ESG Risk,Refiners & Pipelines,,,
CHN,"FangDa Carbon New Material Co., Ltd.",SHG:600516,31.0,High ESG Risk,Electrical Equipment,,,
GBR,Glas Cymru Anghyfyngedig,-,37.9,High ESG Risk,Utilities,,,
SWE,Q-linea AB,OME:QLINEA,25.5,Medium ESG Risk,Healthcare,,,
CHN,"Hunan TV & Broadcast Intermediary Co., Ltd.",SHE:000917,23.0,Medium ESG Risk,Media,,,
USA,"Winnebago Industries, Inc.",NYS:WGO,29.1,Medium ESG Risk,Automobiles,,,
JPN,"Base Co., Ltd.",TKS:4481,24.5,Medium ESG Risk,Software & Services,,,
CAN,Primaris Real Estate Investment Trust,TSE:PMZ.UT,18.4,Low ESG Risk,Real Estate,,,
JPN,Kureha Corp.,TKS:4023,30.0,High ESG Risk,Chemicals,,,
FRA,Praemia HEALTHCARE SA,-,9.8,Negligible ESG Risk,Real Estate,,,
RUS,Inter RAO UES PJSC,MIC:IRAO,38.1,High ESG Risk,Utilities,,,
GBR,TR Property Investment Trust plc,LON:TRY,20.4,Medium ESG Risk,Diversified Financials,,,
JPN,"The Kansai Electric Power Co., Inc.",TKS:9503,40.6,Severe ESG Risk,Utilities,,,
USA,"The ONE Group Hospitality, Inc.",NAS:STKS,32.1,High ESG Risk,Consumer Services,,,
USA,Kearny Financial Corp.,NAS:KRNY,31.7,High ESG Risk,Banks,,,
FIN,Kuntarahoitus Oyj,-,9.3,Negligible ESG Risk,Banks,,,
CHN,"China Resources Double-Crane Pharmaceutical Co., Ltd.",SHG:600062,30.4,High ESG Risk,Pharmaceuticals,,,
USA,"Atara Biotherapeutics, Inc.",NAS:ATRA,26.2,Medium ESG Risk,Pharmaceuticals,,,
CHE,Zug Estates Holding AG,SWX:ZUGN,19.0,Low ESG Risk,Real Estate,,,
USA,"LTC Properties, Inc.",NYS:LTC,16.4,Low ESG Risk,Real Estate,,,
IND,Power Finance Corp. Ltd.,BOM:532810,20.5,Medium ESG Risk,Banks,,,
SGP,Sea Ltd. (Singapore),NYS:SE,22.5,Medium ESG Risk,Software & Services,,,
AUS,Strike Energy Ltd.,ASX:STX,52.3,Severe ESG Risk,Oil & Gas Producers,,,
USA,Urban Edge Properties,NYS:UE,18.0,Low ESG Risk,Real Estate,,,
USA,"Palantir Technologies, Inc.",NYS:PLTR,23.1,Medium ESG Risk,Software & Services,,,
IND,AU Small Finance Bank Ltd.,BOM:540611,21.3,Medium ESG Risk,Banks,,,
USA,"Madrigal Pharmaceuticals, Inc.",NAS:MDGL,26.2,Medium ESG Risk,Pharmaceuticals,,,
CHN,China Qinfa Group Ltd.,HKG:866,47.1,Severe ESG Risk,Oil & Gas Producers,,,
TUR,Kardemir Karabük Demir Çelik Sanayi ve Ticaret AS,IST:KRDMD.E,34.0,High ESG Risk,Steel,,,
USA,Kimco Realty Corp.,NYS:KIM,10.9,Low ESG Risk,Real Estate,,,
USA,Stryker Corp.,NYS:SYK,24.6,Medium ESG Risk,Healthcare,4.0,13.2,11.0
ISR,G City Ltd.,TAE:GCT,18.1,Low ESG Risk,Real Estate,,,
THA,TISCO Financial Group Public Co. Ltd.,BKK:TISCO,24.1,Medium ESG Risk,Banks,,,
CHL,Norte Grande SA,SGO:NORTEGRAN,40.1,Severe ESG Risk,Diversified Financials,,,
ZAF,Naspers Ltd.,JSE:NPN,15.6,Low ESG Risk,Software & Services,,,
BRA,Minerva SA,BSP:BEEF3,30.8,High ESG Risk,Food Products,,,
IDN,PT Pertamina Geothermal Energy Tbk,JKT:PGEO,8.4,Negligible ESG Risk,Utilities,,,
JPN,Toyo Seikan Group Holdings Ltd.,TKS:5901,20.6,Medium ESG Risk,Containers & Packaging,,,
CAN,HSBC Bank Canada,-,11.2,Low ESG Risk,Banks,,,
USA,"MKS Instruments, Inc.",NAS:MKSI,11.7,Low ESG Risk,Technology Hardware,,,
KOR,"Kwang Dong Pharmaceutical Co., Ltd.",KRX:009290,42.5,Severe ESG Risk,Pharmaceuticals,,,
IDN,PT Temas Tbk,JKT:TMAS,24.4,Medium ESG Risk,Transportation,,,
DEU,Gemeinsame Deutsche Bundesländer,-,20.6,Medium ESG Risk,Banks,,,
JPN,Kikkoman Corp.,TKS:2801,34.2,High ESG Risk,Food Products,,,
CHN,"Huafu Fashion Co., Ltd.",SHE:002042,26.2,Medium ESG Risk,Textiles & Apparel,,,
JPN,Earth Corp.,TKS:4985,29.0,Medium ESG Risk,Household Products,,,
USA,"Zynex, Inc.",NAS:ZYXI,32.0,High ESG Risk,Healthcare,,,
THA,Samart Corp Public Co. Ltd.,BKK:SAMART,24.7,Medium ESG Risk,Software & Services,,,
CZE,Energetický a Prumyslový Holding AS,-,22.7,Medium ESG Risk,Utilities,,,
USA,"First Hawaiian, Inc.",NAS:FHB,23.8,Medium ESG Risk,Banks,,,
SWE,ITAB Shop Concept AB,OME:ITAB,12.7,Low ESG Risk,Commercial Services,,,
GBR,VENN Partners LLP,-,25.6,Medium ESG Risk,Diversified Financials,,,
SGP,Frasers Centrepoint Trust,SES:J69U,9.9,Negligible ESG Risk,Real Estate,,,
KOR,"Sangsangin Co., Ltd.",KRX:038540,26.2,Medium ESG Risk,Technology Hardware,,,
IDN,PT Perusahaan Listrik Negara (Persero),-,30.8,High ESG Risk,Utilities,,,
GBR,Big Yellow Group Plc,LON:BYG,9.5,Negligible ESG Risk,Real Estate,,,
CHN,"Jiangsu Yangnong Chemical Co., Ltd.",SHG:600486,40.9,Severe ESG Risk,Chemicals,,,
BRA,Porto Seguro SA,BSP:PSSA3,24.5,Medium ESG Risk,Insurance,,,
ZAF,Capitec Bank Holdings Ltd.,JSE:CPI,22.5,Medium ESG Risk,Banks,,,
CHN,GCL Technology Holdings Ltd.,HKG:3800,26.7,Medium ESG Risk,Semiconductors,,,
USA,"John Wiley & Sons, Inc.",NYS:WLY,13.1,Low ESG Risk,Media,,,
USA,"The Pennant Group, Inc.",NAS:PNTG,22.9,Medium ESG Risk,Healthcare,,,
CHN,Pegavision Corp.,TAI:6491,20.9,Medium ESG Risk,Technology Hardware,,,
IND,PI Industries Ltd.,BOM:523642,27.9,Medium ESG Risk,Chemicals,,,
KOR,"Samchully Co., Ltd.",KRX:004690,41.7,Severe ESG Risk,Utilities,,,
CHN,"LARGAN Precision Co., Ltd.",TAI:3008,19.5,Low ESG Risk,Technology Hardware,,,
USA,"Peoples Bancorp, Inc. (Ohio)",NAS:PEBO,31.3,High ESG Risk,Banks,,,
USA,Aviation Capital Group LLC,-,28.0,Medium ESG Risk,Traders & Distributors,,,
USA,"Ultra Clean Holdings, Inc.",NAS:UCTT,17.9,Low ESG Risk,Semiconductors,,,
JPN,"Fullcast Holdings Co., Ltd.",TKS:4848,11.7,Low ESG Risk,Commercial Services,,,
JPN,"WOWOW, Inc.",TKS:4839,19.4,Low ESG Risk,Media,,,
CHN,Unitech Printed Circuit Board Corp.,TAI:2367,24.7,Medium ESG Risk,Technology Hardware,,,
CHN,"Shenzhen Sunlord Electronics Co., Ltd.",SHE:002138,29.2,Medium ESG Risk,Technology Hardware,,,
MYS,TIME dotCom Bhd.,KLS:5031,21.9,Medium ESG Risk,Telecommunication Services,,,
CHE,Lonza Group AG,SWX:LONN,16.8,Low ESG Risk,Pharmaceuticals,,,
GBR,Credo Technology Group Holding Ltd.,NAS:CRDO,22.8,Medium ESG Risk,Software & Services,,,
CHN,China Resources Cement Holdings Ltd.,HKG:1313,31.4,High ESG Risk,Construction Materials,,,
USA,"Hyster-Yale Materials Handling, Inc.",NYS:HY,36.1,High ESG Risk,Machinery,,,
USA,"Photronics, Inc.",NAS:PLAB,23.9,Medium ESG Risk,Semiconductors,,,
CAN,Granite Real Estate Investment Trust,TSE:GRT.UT,12.4,Low ESG Risk,Real Estate,,,
KOR,"F&F Co., Ltd.",KRX:383220,18.5,Low ESG Risk,Textiles & Apparel,,,
USA,Deckers Outdoor Corp.,NYS:DECK,15.7,Low ESG Risk,Textiles & Apparel,,,
CAN,"Repare Therapeutics, Inc.",NAS:RPTX,31.9,High ESG Risk,Pharmaceuticals,,,
COL,Banco GNB Sudameris SA,-,32.5,High ESG Risk,Banks,,,
ISR,Tower Semiconductor Ltd.,NAS:TSEM,29.6,Medium ESG Risk,Semiconductors,,,
KOR,"iMarket Korea, Inc.",KRX:122900,29.0,Medium ESG Risk,Traders & Distributors,,,
CHN,PAX Global Technology Ltd.,HKG:327,11.4,Low ESG Risk,Technology Hardware,,,
POL,Auto Partner SA,WAR:APR,25.4,Medium ESG Risk,Traders & Distributors,,,
USA,"Clear Secure, Inc.",NYS:YOU,22.7,Medium ESG Risk,Software & Services,,,
USA,"HubSpot, Inc.",NYS:HUBS,16.7,Low ESG Risk,Software & Services,,,
SWE,Hansa Biopharma AB,OME:HNSA,29.4,Medium ESG Risk,Pharmaceuticals,,,
CHN,"Zhejiang Medicine Co., Ltd.",SHG:600216,32.5,High ESG Risk,Pharmaceuticals,,,
USA,"RadNet, Inc.",NAS:RDNT,31.6,High ESG Risk,Healthcare,,,
CHN,"Chengdu RML Technology Co., Ltd.",SHE:301050,26.2,Medium ESG Risk,Semiconductors,,,
CHN,China Resources Pharmaceutical Group Ltd.,HKG:3320,36.5,High ESG Risk,Pharmaceuticals,,,
JPN,Toenec Corp.,TKS:1946,37.0,High ESG Risk,Construction & Engineering,,,
BRA,Ultrapar Participaçoes SA,BSP:UGPA3,37.3,High ESG Risk,Refiners & Pipelines,,,
IRL,CDB Aviation Lease Finance DAC,-,15.6,Low ESG Risk,Traders & Distributors,,,
CHN,Chongqing Three Gorges Water Conservancy & Elect Pwr Co. Ltd.,SHG:600116,55.3,Severe ESG Risk,Utilities,,,
IND,Polycab India Ltd.,BOM:542652,16.4,Low ESG Risk,Electrical Equipment,,,
USA,"Sight Sciences, Inc.",NAS:SGHT,30.8,High ESG Risk,Healthcare,,,
CHN,L.K. Technology Holdings Ltd.,HKG:558,24.8,Medium ESG Risk,Machinery,,,
USA,Indivior PLC,LON:INDV,40.4,Severe ESG Risk,Pharmaceuticals,,,
KOR,"SK hynix, Inc.",KRX:000660,18.9,Low ESG Risk,Semiconductors,,,
JPN,Metropolitan Expressway Co. Ltd.,-,10.8,Low ESG Risk,Transportation Infrastructure,,,
ISR,Israel Canada (T.R) Ltd.,TAE:ISCN,21.4,Medium ESG Risk,Real Estate,,,
CHN,"Sichuan Hebang Biotechnology Co., Ltd.",SHG:603077,53.0,Severe ESG Risk,Chemicals,,,
GBR,Spirent Communications Plc,LON:SPT,14.0,Low ESG Risk,Technology Hardware,,,
USA,"iTeos Therapeutics, Inc.",NAS:ITOS,23.0,Medium ESG Risk,Pharmaceuticals,,,
PAN,"Multibank, Inc.",-,30.0,Medium ESG Risk,Banks,,,
CHN,Goldenmax International Group Ltd.,SHE:002636,25.0,Medium ESG Risk,Technology Hardware,,,
USA,"Ironwood Pharmaceuticals, Inc.",NAS:IRWD,18.9,Low ESG Risk,Pharmaceuticals,,,
AUS,Corporate Travel Management Ltd.,ASX:CTD,24.1,Medium ESG Risk,Retailing,,,
JPN,Asahi Group Holdings Ltd.,TKS:2502,20.1,Medium ESG Risk,Food Products,,,
JPN,"DMG MORI CO., LTD.",TKS:6141,37.0,High ESG Risk,Machinery,,,
ISR,Scope Metals Group Ltd.,TAE:SCOP,29.6,Medium ESG Risk,Traders & Distributors,,,
USA,"Fidelity National Financial, Inc.",NYS:FNF,25.2,Medium ESG Risk,Insurance,,,
USA,"Rambus, Inc.",NAS:RMBS,19.0,Low ESG Risk,Semiconductors,,,
USA,Encompass Health Corp.,NYS:EHC,31.7,High ESG Risk,Healthcare,,,
RUS,Magnitogorsk Iron & Steel Works PJSC,MIC:MAGN,41.4,Severe ESG Risk,Steel,,,
GBR,Hiscox Ltd.,LON:HSX,28.0,Medium ESG Risk,Insurance,,,
USA,"Liquidity Services, Inc.",NAS:LQDT,22.6,Medium ESG Risk,Software & Services,,,
PRT,Corticeira Amorim SGPS SA,LIS:COR,11.4,Low ESG Risk,Containers & Packaging,,,
CHN,"Guangzhou Zhiguang Electric Co., Ltd.",SHE:002169,33.9,High ESG Risk,Electrical Equipment,,,
THA,Srisawad Corp. Public Co. Ltd.,BKK:SAWAD,25.0,Medium ESG Risk,Diversified Financials,,,
CHN,"Daan Gene Co., Ltd.",SHE:002030,30.6,High ESG Risk,Pharmaceuticals,,,
USA,First Merchants Corp. (Indiana),NAS:FRME,30.6,High ESG Risk,Banks,,,
CHN,"State Development & Investment Corp., Ltd.",-,46.9,Severe ESG Risk,Utilities,,,
USA,"Duolingo, Inc.",NAS:DUOL,27.0,Medium ESG Risk,Software & Services,,,
JPN,"Ryohin Keikaku Co., Ltd.",TKS:7453,21.6,Medium ESG Risk,Retailing,,,
SAU,Astra Industrial Group,SAU:1212,47.9,Severe ESG Risk,Industrial Conglomerates,,,
USA,"Snowflake, Inc.",NYS:SNOW,18.9,Low ESG Risk,Software & Services,,,
USA,Georgia Power Co.,-,36.4,High ESG Risk,Utilities,,,
CHN,"China Great Wall Asset Management Co., Ltd.",-,37.4,High ESG Risk,Diversified Financials,,,
CAN,"Sobeys, Inc.",-,13.9,Low ESG Risk,Food Retailers,,,
KOR,KCC Glass Corp.,KRX:344820,24.8,Medium ESG Risk,Chemicals,,,
FRA,Réseau de Transport d'Electricité SA,-,22.5,Medium ESG Risk,Utilities,,,
TUR,Galata Wind Enerji AS,IST:GWIND.E,14.9,Low ESG Risk,Utilities,,,
USA,"Covenant Logistics Group, Inc.",NAS:CVLG,20.7,Medium ESG Risk,Transportation,,,
CHN,"Huayu Automotive Systems Co., Ltd.",SHG:600741,25.9,Medium ESG Risk,Auto Components,,,
DEU,Porsche AG,ETR:P911,17.1,Low ESG Risk,Automobiles,,,
CHN,Orient Semiconductor Electronics Ltd.,TAI:2329,28.2,Medium ESG Risk,Semiconductors,,,
USA,The ODP Corp.,NAS:ODP,17.0,Low ESG Risk,Retailing,,,
USA,Abercrombie & Fitch Co.,NYS:ANF,15.0,Low ESG Risk,Retailing,,,
GBR,LondonMetric Property Plc,LON:LMP,12.6,Low ESG Risk,Real Estate,,,
CAN,IAMGOLD Corp.,TSE:IMG,31.2,High ESG Risk,Precious Metals,,,
CHN,"Zhejiang CF Moto Power Co., Ltd.",SHG:603129,25.1,Medium ESG Risk,Automobiles,,,
JPN,"SAWAI GROUP HOLDINGS Co., Ltd.",TKS:4887,29.4,Medium ESG Risk,Pharmaceuticals,,,
JPN,"Sekisui House Reit, Inc.",TKS:3309,9.3,Negligible ESG Risk,Real Estate,,,
CAN,Aris Mining Corp.,TSE:ARIS,40.1,Severe ESG Risk,Precious Metals,,,
USA,Entergy Louisiana LLC,-,33.4,High ESG Risk,Utilities,,,
SAU,Elm Co. (Saudi Arabia),SAU:7203,28.3,Medium ESG Risk,Software & Services,,,
KOR,Hyundai Autoever Corp.,KRX:307950,15.2,Low ESG Risk,Software & Services,,,
JPN,"Sugi Holdings Co., Ltd.",TKS:7649,24.6,Medium ESG Risk,Food Retailers,,,
USA,W.R. Berkley Corp.,NYS:WRB,21.5,Medium ESG Risk,Insurance,,,
USA,Regional Management Corp.,NYS:RM,18.9,Low ESG Risk,Diversified Financials,,,
AUS,Lifestyle Communities Ltd.,ASX:LIC,22.1,Medium ESG Risk,Real Estate,,,
MYS,TSH Resources Bhd.,KLS:9059,42.0,Severe ESG Risk,Food Products,,,
JPN,Tsubakimoto Chain Co.,TKS:6371,28.1,Medium ESG Risk,Machinery,,,
USA,"SAGE Therapeutics, Inc.",NAS:SAGE,22.3,Medium ESG Risk,Pharmaceuticals,,,
